epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6107863783836365,0.0010000000474974513,0.6563344597816467,0.6631243228912354,0.6722293496131897
1,0.6687034964561462,0.0010000000474974513,0.602928876876831,0.7173219919204712,0.6462864875793457
2,0.728214681148529,0.0010000000474974513,0.5608714818954468,0.7460148930549622,0.5990613698959351
3,0.7571732401847839,0.0010000000474974513,0.5174949169158936,0.7757704854011536,0.5419186949729919
4,0.7712540030479431,0.0010000000474974513,0.49033322930336,0.7991498112678528,0.48763999342918396
5,0.7834750413894653,0.0010000000474974513,0.4761332869529724,0.7970244288444519,0.46178916096687317
6,0.7821466326713562,0.0010000000474974513,0.4636740982532501,0.8012752532958984,0.43613213300704956
7,0.7893198728561401,0.0010000000474974513,0.45431628823280334,0.8065887093544006,0.4232306480407715
8,0.7856004238128662,0.0010000000474974513,0.4530748724937439,0.8108395338058472,0.4212917983531952
9,0.7951647043228149,0.0010000000474974513,0.44586408138275146,0.8044633269309998,0.4202675521373749
10,0.7903825640678406,0.0010000000474974513,0.4440971910953522,0.8055260181427002,0.4105188846588135
11,0.7951647043228149,0.0010000000474974513,0.43730881810188293,0.800212562084198,0.418349951505661
12,0.7972901463508606,0.0010000000474974513,0.43831825256347656,0.8065887093544006,0.4085586667060852
13,0.8097768425941467,0.0010000000474974513,0.42764320969581604,0.800212562084198,0.4151419401168823
14,0.7970244288444519,0.0010000000474974513,0.4290742576122284,0.8012752532958984,0.41084322333335876
15,0.8015409111976624,0.0010000000474974513,0.4274773597717285,0.800212562084198,0.4104670584201813
16,0.8023379445075989,0.0010000000474974513,0.42765915393829346,0.8023379445075989,0.4035024046897888
17,0.8007438778877258,0.0010000000474974513,0.4243321418762207,0.8119022250175476,0.4050368070602417
18,0.8049947023391724,0.0010000000474974513,0.4222148060798645,0.8097768425941467,0.403184711933136
19,0.800212562084198,0.0010000000474974513,0.422068327665329,0.7917109727859497,0.4138636589050293
20,0.8049947023391724,0.0010000000474974513,0.42127636075019836,0.7991498112678528,0.4194500744342804
21,0.8034006357192993,0.0010000000474974513,0.42475080490112305,0.8097768425941467,0.40275833010673523
22,0.8065887093544006,0.0010000000474974513,0.41625893115997314,0.8023379445075989,0.4050533175468445
23,0.8065887093544006,0.0010000000474974513,0.4134833514690399,0.8065887093544006,0.40090087056159973
24,0.8073857426643372,0.0010000000474974513,0.4143392741680145,0.800212562084198,0.4026411771774292
25,0.8018065690994263,0.0010000000474974513,0.414286345243454,0.8065887093544006,0.3942262828350067
26,0.8039320111274719,0.0010000000474974513,0.4159560203552246,0.8034006357192993,0.39439335465431213
27,0.8047289848327637,0.0010000000474974513,0.41487330198287964,0.8108395338058472,0.391299843788147
28,0.8073857426643372,0.0010000000474974513,0.4082028567790985,0.8097768425941467,0.3961506485939026
29,0.8073857426643372,0.0010000000474974513,0.4108956754207611,0.8097768425941467,0.3872353732585907
30,0.8060573935508728,0.0010000000474974513,0.41298630833625793,0.8119022250175476,0.3937643766403198
31,0.8089798092842102,0.0010000000474974513,0.4117986559867859,0.8193411231040955,0.3848735988140106
32,0.8049947023391724,0.0010000000474974513,0.40742960572242737,0.8140276074409485,0.3860546350479126
33,0.8018065690994263,0.0010000000474974513,0.4103495180606842,0.8034006357192993,0.3939712941646576
34,0.8121678829193115,0.0010000000474974513,0.404643177986145,0.8119022250175476,0.389800488948822
35,0.8076514601707458,0.0010000000474974513,0.4040725529193878,0.8097768425941467,0.3858712315559387
36,0.8103081583976746,0.0010000000474974513,0.4042729437351227,0.8140276074409485,0.3879886269569397
37,0.8092454671859741,0.0010000000474974513,0.40355950593948364,0.8140276074409485,0.3862129747867584
38,0.8039320111274719,0.0010000000474974513,0.4074500799179077,0.8076514601707458,0.39047572016716003
39,0.8121678829193115,0.0010000000474974513,0.4031161367893219,0.8140276074409485,0.38612812757492065
40,0.8132306337356567,0.0010000000474974513,0.3993476331233978,0.8246546387672424,0.38227391242980957
41,0.8158873319625854,0.0010000000474974513,0.397848904132843,0.8214665055274963,0.3802579343318939
42,0.812964916229248,0.0010000000474974513,0.40398475527763367,0.8087141513824463,0.38517892360687256
43,0.8161530494689941,0.0010000000474974513,0.39913564920425415,0.8119022250175476,0.38166818022727966
44,0.8126992583274841,0.0010000000474974513,0.396162211894989,0.8108395338058472,0.38296133279800415
45,0.8153560161590576,0.0010000000474974513,0.40223270654678345,0.8150903582572937,0.382490873336792
46,0.8209351897239685,0.0010000000474974513,0.39612147212028503,0.8204038143157959,0.37602996826171875
47,0.8097768425941467,0.0010000000474974513,0.39863529801368713,0.8097768425941467,0.3845879137516022
48,0.8119022250175476,0.0010000000474974513,0.4028555750846863,0.8225291967391968,0.37809544801712036
49,0.8100425004959106,0.0010000000474974513,0.39945387840270996,0.8172157406806946,0.3783418834209442
50,0.8119022250175476,0.0010000000474974513,0.39975404739379883,0.8214665055274963,0.3753770887851715
51,0.8087141513824463,0.0010000000474974513,0.3994111120700836,0.8278427124023438,0.3753046989440918
52,0.812964916229248,0.0010000000474974513,0.3928433060646057,0.818278431892395,0.3796739876270294
53,0.8108395338058472,0.0010000000474974513,0.39623329043388367,0.8225291967391968,0.3720407485961914
54,0.8134962916374207,0.0010000000474974513,0.3952229917049408,0.8140276074409485,0.3782244026660919
55,0.8190754652023315,0.0010000000474974513,0.39882904291152954,0.823591947555542,0.37355872988700867
56,0.8190754652023315,0.0010000000474974513,0.39187172055244446,0.8257173299789429,0.3756426274776459
57,0.8140276074409485,0.0010000000474974513,0.39159470796585083,0.8193411231040955,0.3806704878807068
58,0.8153560161590576,0.0010000000474974513,0.3915894627571106,0.8204038143157959,0.38156038522720337
59,0.8142933249473572,0.0010000000474974513,0.3940104842185974,0.8257173299789429,0.3698972463607788
60,0.8174813985824585,0.0010000000474974513,0.3934420347213745,0.8193411231040955,0.37382230162620544
61,0.8153560161590576,0.0010000000474974513,0.393406480550766,0.8278427124023438,0.37469202280044556
62,0.8212008476257324,0.0010000000474974513,0.39148053526878357,0.8246546387672424,0.37054896354675293
63,0.8172157406806946,0.0010000000474974513,0.39456769824028015,0.8193411231040955,0.3767794370651245
64,0.814824640750885,0.0010000000474974513,0.39070138335227966,0.8225291967391968,0.3710608184337616
65,0.8270456790924072,0.0010000000474974513,0.38282328844070435,0.8289054036140442,0.3742488622665405
66,0.8172157406806946,0.0010000000474974513,0.3906285762786865,0.8257173299789429,0.37991175055503845
67,0.8174813985824585,0.0010000000474974513,0.3889344036579132,0.8267800211906433,0.3672943413257599
68,0.8209351897239685,0.0010000000474974513,0.38904693722724915,0.8289054036140442,0.3651368021965027
69,0.8206694722175598,0.0010000000474974513,0.3896389901638031,0.8331562280654907,0.36552175879478455
70,0.8177470564842224,0.0010000000474974513,0.3846411406993866,0.8193411231040955,0.37192484736442566
71,0.8198724985122681,0.0010000000474974513,0.385442852973938,0.8214665055274963,0.37176018953323364
72,0.8161530494689941,0.0010000000474974513,0.3858231008052826,0.823591947555542,0.37187859416007996
73,0.823591947555542,0.0010000000474974513,0.3834505081176758,0.823591947555542,0.37291133403778076
74,0.8238576054573059,0.0010000000474974513,0.383801132440567,0.8267800211906433,0.3681279420852661
75,0.821732223033905,0.0010000000474974513,0.3857419490814209,0.8257173299789429,0.36625170707702637
76,0.8156216740608215,0.0010000000474974513,0.38904324173927307,0.823591947555542,0.3691573143005371
77,0.8233262300491333,0.0010000000474974513,0.38574454188346863,0.8310308456420898,0.36471813917160034
78,0.825451672077179,0.0010000000474974513,0.3777662217617035,0.8214665055274963,0.3733857274055481
79,0.8134962916374207,0.0010000000474974513,0.3872317671775818,0.8267800211906433,0.3676810562610626
80,0.8185440897941589,0.0010000000474974513,0.38654664158821106,0.8289054036140442,0.3656385838985443
81,0.8196067810058594,0.0010000000474974513,0.37868040800094604,0.823591947555542,0.366607129573822
82,0.8180127739906311,0.0010000000474974513,0.38507333397865295,0.8204038143157959,0.3690691590309143
83,0.821997880935669,0.0010000000474974513,0.3810114562511444,0.823591947555542,0.3723939061164856
84,0.8206694722175598,0.0010000000474974513,0.3873212933540344,0.8331562280654907,0.36594632267951965
85,0.821997880935669,0.0010000000474974513,0.38217154145240784,0.8267800211906433,0.36419057846069336
86,0.8206694722175598,0.0010000000474974513,0.38830283284187317,0.8214665055274963,0.3651468753814697
87,0.821997880935669,0.0010000000474974513,0.38224872946739197,0.8225291967391968,0.3738623559474945
88,0.8209351897239685,0.0010000000474974513,0.3793121576309204,0.8246546387672424,0.36340928077697754
89,0.8283740878105164,0.0010000000474974513,0.37452784180641174,0.823591947555542,0.36657050251960754
90,0.8286397457122803,0.0010000000474974513,0.37624308466911316,0.8320935368537903,0.36016374826431274
91,0.821997880935669,0.0010000000474974513,0.3821289837360382,0.8193411231040955,0.367755651473999
92,0.8289054036140442,0.0010000000474974513,0.37786170840263367,0.8257173299789429,0.36851003766059875
93,0.8225291967391968,0.0010000000474974513,0.38179734349250793,0.8267800211906433,0.3680288791656494
94,0.8249202966690063,0.0010000000474974513,0.3764343857765198,0.8246546387672424,0.37058496475219727
95,0.8230605721473694,0.0010000000474974513,0.3824259340763092,0.8384696841239929,0.3644193410873413
96,0.8243889212608337,0.0010000000474974513,0.37785276770591736,0.8204038143157959,0.3659740388393402
97,0.8185440897941589,0.0010000000474974513,0.37923815846443176,0.8278427124023438,0.3622574806213379
98,0.825451672077179,0.0010000000474974513,0.37769296765327454,0.8310308456420898,0.36410820484161377
99,0.8169500827789307,0.0010000000474974513,0.38644030690193176,0.8267800211906433,0.3645816743373871
100,0.8262486457824707,0.0010000000474974513,0.38175004720687866,0.8427205085754395,0.35950154066085815
101,0.821732223033905,0.0010000000474974513,0.38084620237350464,0.8310308456420898,0.3622402846813202
102,0.8188097476959229,0.0010000000474974513,0.37804338335990906,0.8310308456420898,0.36046430468559265
103,0.8227949142456055,0.0010000000474974513,0.38063734769821167,0.8320935368537903,0.36336594820022583
104,0.8206694722175598,0.0010000000474974513,0.3785303831100464,0.8310308456420898,0.3624615967273712
105,0.8281083703041077,0.0010000000474974513,0.3764578104019165,0.8267800211906433,0.3647593855857849
106,0.8209351897239685,0.0010000000474974513,0.3815942108631134,0.8331562280654907,0.35923081636428833
107,0.8225291967391968,0.0010000000474974513,0.37841546535491943,0.8299680948257446,0.36089572310447693
108,0.8212008476257324,0.0010000000474974513,0.3771142363548279,0.8299680948257446,0.35867002606391907
109,0.8259829878807068,0.0010000000474974513,0.37361565232276917,0.8320935368537903,0.3598642647266388
110,0.8196067810058594,0.0010000000474974513,0.37130847573280334,0.8320935368537903,0.3627399802207947
111,0.8227949142456055,0.0010000000474974513,0.3783184885978699,0.836344301700592,0.36127474904060364
112,0.8225291967391968,0.0010000000474974513,0.3750039041042328,0.8257173299789429,0.36103132367134094
113,0.8198724985122681,0.0010000000474974513,0.37762168049812317,0.841657817363739,0.35596194863319397
114,0.8281083703041077,0.0010000000474974513,0.37349003553390503,0.8310308456420898,0.35910406708717346
115,0.8238576054573059,0.0010000000474974513,0.3775513768196106,0.8395324349403381,0.3547399938106537
116,0.8307651281356812,0.0010000000474974513,0.37368330359458923,0.8267800211906433,0.35914334654808044
117,0.8204038143157959,0.0010000000474974513,0.3765582740306854,0.841657817363739,0.3542119860649109
118,0.8206694722175598,0.0010000000474974513,0.3772824704647064,0.8299680948257446,0.3634604215621948
119,0.8249202966690063,0.0010000000474974513,0.37754788994789124,0.8405951261520386,0.35814809799194336
120,0.821997880935669,0.0010000000474974513,0.378038227558136,0.8310308456420898,0.35697928071022034
121,0.8262486457824707,0.0010000000474974513,0.3837827742099762,0.8395324349403381,0.356517493724823
122,0.8193411231040955,0.0010000000474974513,0.374796062707901,0.8310308456420898,0.3641108572483063
123,0.8196067810058594,0.0010000000474974513,0.3804202675819397,0.8299680948257446,0.3655327260494232
124,0.8281083703041077,0.0010000000474974513,0.36676380038261414,0.8384696841239929,0.35631194710731506
125,0.8243889212608337,0.0010000000474974513,0.37967154383659363,0.8342189192771912,0.35625749826431274
126,0.8267800211906433,0.0010000000474974513,0.3758491277694702,0.8352816104888916,0.3588363230228424
127,0.8286397457122803,0.0010000000474974513,0.3735198378562927,0.836344301700592,0.35894644260406494
